0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	min_date	max_date	average_date
-0.878788	0.353535	0.050505	-0.414141	0.656566	-0.535354	-0.030303	-0.656566	0.656566	0.515152	-0.333333	0.878788	0.313131	-0.111111	0.171717	0.252525	0.494949	-0.575758	0.232323	0.595960	0.191919	0.777778	-0.737374	0.454545	0.898990	0.272727	-0.919192	-0.616162	-0.676768	-0.757576	0.595960	-0.696970	-0.535354	-0.595960	0.333333	-0.131313	-0.393939	0.737374	0.757576	0.515152	0.180328	0.032787	0.344262
0.858586	-0.515152	0.111111	0.454545	-0.535354	-0.818182	0.616162	-0.515152	-0.313131	0.797980	-0.131313	0.393939	-0.696970	0.636364	0.939394	-0.939394	-0.535354	0.393939	0.191919	-0.777778	-0.777778	-0.191919	0.010101	-0.393939	-0.010101	0.232323	-0.171717	-0.797980	0.737374	-0.878788	0.373737	-0.212121	0.373737	1.000000	-0.898990	-0.494949	0.454545	-0.818182	0.959596	-0.494949	0.000000	-0.754098	0.770492
0.292929	0.212121	0.050505	0.454545	-0.131313	0.797980	0.595960	0.353535	-0.131313	-0.919192	0.636364	0.919192	0.151515	0.111111	-0.535354	-0.939394	-0.838384	-1.000000	-0.858586	0.393939	-0.515152	0.111111	0.353535	-0.313131	0.555556	-0.898990	-1.000000	0.656566	-0.959596	-0.333333	-0.959596	0.636364	-0.030303	-0.818182	-0.212121	-0.636364	-0.979798	0.494949	-0.373737	0.616162	-0.540984	-0.672131	-0.393443
0.515152	-0.595960	-0.050505	0.090909	-0.434343	0.292929	-0.494949	-0.636364	0.717172	-0.777778	0.757576	0.575758	0.010101	0.555556	0.838384	0.595960	0.010101	0.515152	0.393939	0.959596	-0.676768	0.898990	-0.636364	-0.535354	-0.737374	-0.696970	-0.939394	0.252525	0.232323	0.030303	-0.474747	-0.555556	0.595960	0.353535	0.898990	-0.676768	-0.474747	-0.353535	0.353535	0.191919	0.360656	0.032787	0.704918
-0.616162	0.919192	-0.939394	0.737374	-0.838384	0.878788	-0.878788	0.575758	-0.858586	0.919192	-1.000000	0.373737	0.616162	0.252525	0.939394	0.535354	-0.797980	0.636364	-0.171717	-0.111111	0.414141	0.171717	-0.171717	0.474747	-0.494949	0.878788	-1.000000	0.272727	-0.070707	-0.757576	0.050505	0.757576	0.535354	0.474747	-0.676768	0.676768	0.959596	0.636364	-0.535354	0.151515	-0.393443	-0.606557	-0.180328
-0.818182	0.434343	0.212121	0.414141	0.777778	-0.959596	0.797980	-0.474747	1.000000	-0.515152	-0.676768	-0.737374	-0.474747	-0.616162	-0.797980	-0.757576	-0.898990	-0.676768	-0.979798	-0.757576	0.191919	0.474747	-0.111111	-0.555556	0.515152	-0.676768	0.414141	-0.858586	0.373737	-0.414141	0.898990	-0.474747	0.494949	0.515152	0.151515	0.313131	-0.313131	0.434343	-0.959596	-0.858586	0.147541	0.131148	0.163934
-0.878788	0.252525	-0.313131	-0.979798	0.636364	1.000000	-0.919192	0.292929	-0.252525	0.636364	-0.959596	-0.010101	0.636364	0.212121	-0.979798	0.555556	-0.777778	-0.353535	0.939394	-0.252525	-0.575758	-0.474747	-0.797980	-0.696970	-0.494949	-1.000000	0.171717	-0.818182	-0.696970	-0.191919	-0.878788	-0.414141	0.737374	-0.333333	-0.898990	-0.636364	0.717172	0.292929	0.555556	-0.151515	0.590164	0.245902	0.934426
0.191919	0.414141	0.555556	0.919192	-0.979798	-1.000000	-0.616162	-0.959596	0.595960	0.898990	0.656566	-0.939394	-0.010101	-0.737374	-0.151515	0.111111	-1.000000	-0.333333	-0.010101	-0.838384	0.575758	-0.151515	0.979798	0.393939	-0.555556	-0.232323	0.979798	-0.959596	1.000000	-0.353535	-0.434343	0.858586	0.373737	-0.494949	0.353535	0.575758	0.454545	-0.474747	-0.595960	-0.717172	0.377049	-0.213115	0.983607
-0.050505	-0.777778	0.535354	-1.000000	-0.616162	0.030303	0.717172	-0.454545	0.373737	-0.454545	-0.656566	0.212121	-0.737374	-0.111111	-0.070707	-0.191919	-0.030303	0.474747	-0.292929	-0.353535	0.050505	0.252525	-0.939394	-0.393939	0.070707	0.373737	-0.474747	0.696970	-0.959596	0.212121	-0.717172	0.757576	0.393939	0.292929	-0.717172	-0.919192	-0.191919	-0.878788	0.030303	0.030303	-0.262295	-0.918033	0.409836
0.252525	0.939394	0.555556	-0.373737	0.636364	-0.676768	-0.858586	-0.535354	0.858586	-1.000000	-0.898990	0.232323	0.171717	0.898990	0.959596	0.939394	0.737374	-0.878788	0.494949	-0.919192	-0.151515	0.535354	0.535354	0.858586	0.959596	-0.272727	0.171717	0.979798	-1.000000	0.111111	0.090909	0.797980	0.191919	1.000000	-0.858586	-0.414141	0.818182	-0.171717	-0.252525	0.333333	0.262295	-0.196721	0.721311
0.535354	-1.000000	0.313131	-0.333333	-0.676768	-0.111111	-0.717172	0.252525	-0.353535	-0.636364	-0.676768	-0.676768	0.333333	0.797980	-0.131313	-0.696970	-0.272727	-0.777778	0.373737	-0.676768	0.030303	0.515152	-0.818182	0.676768	-0.191919	-0.636364	-0.595960	-0.838384	0.898990	-0.656566	-0.777778	-0.292929	0.717172	-0.414141	-0.171717	-0.353535	-0.434343	0.272727	-0.838384	-0.151515	-0.032787	-0.098361	0.032787
-0.575758	-0.696970	0.939394	0.474747	0.494949	0.555556	-0.313131	-0.292929	-0.414141	-0.595960	-0.636364	0.414141	-0.838384	0.292929	0.757576	0.919192	0.393939	1.000000	0.919192	0.010101	0.676768	-0.131313	-0.373737	0.232323	-0.373737	0.373737	0.414141	0.838384	0.878788	-0.232323	-0.050505	-0.171717	0.030303	-0.515152	-0.979798	0.232323	0.555556	0.898990	-0.131313	-0.171717	-0.049180	-0.803279	0.704918
0.494949	0.616162	0.959596	0.777778	0.474747	-0.616162	0.252525	0.818182	-0.979798	0.111111	-0.939394	-0.616162	0.010101	0.696970	0.292929	-0.070707	0.272727	0.292929	-0.939394	0.191919	-0.131313	0.030303	0.979798	0.777778	-0.656566	0.515152	-0.010101	-0.434343	-0.070707	0.474747	-0.979798	-0.070707	-0.555556	-0.232323	0.373737	0.313131	-0.111111	-0.898990	-0.151515	-0.919192	-0.770492	-0.786885	-0.754098
-0.919192	-0.515152	-0.919192	0.434343	-0.818182	0.292929	0.515152	-0.434343	0.959596	0.030303	-0.454545	-1.000000	0.434343	0.919192	-0.797980	0.151515	-0.050505	0.292929	0.494949	-0.373737	-0.616162	-0.191919	0.676768	0.353535	-0.717172	-0.595960	0.898990	0.414141	0.717172	-0.939394	0.656566	0.858586	0.393939	-0.494949	-0.010101	-0.050505	0.414141	-0.898990	-0.979798	-0.919192	0.573770	0.245902	0.901639
0.737374	-0.151515	0.010101	0.292929	0.474747	0.010101	-0.333333	-0.555556	0.414141	-0.818182	0.757576	-0.898990	0.555556	-0.414141	-0.939394	0.515152	-0.515152	0.252525	0.151515	-0.696970	-0.939394	-0.696970	0.818182	-1.000000	-0.919192	0.373737	0.616162	-0.010101	0.818182	-0.737374	0.696970	0.878788	0.454545	-0.737374	-0.414141	-0.393939	-0.090909	0.797980	0.717172	0.858586	0.491803	0.327869	0.672131
0.515152	0.737374	0.232323	-0.737374	1.000000	0.232323	-0.292929	0.313131	0.353535	0.232323	0.070707	0.414141	0.898990	0.191919	-0.717172	0.272727	0.010101	-0.131313	-0.090909	-0.333333	0.494949	-0.919192	0.434343	0.696970	-0.232323	0.272727	-0.595960	-0.979798	-0.757576	-0.595960	0.979798	0.212121	-0.151515	0.151515	-0.050505	-0.595960	0.171717	0.777778	0.272727	0.393939	-0.721311	-0.819672	-0.622951
-0.575758	0.494949	-0.050505	-0.151515	0.595960	0.494949	0.595960	0.595960	0.979798	-0.151515	0.232323	0.111111	0.333333	-0.373737	-0.838384	0.151515	-0.555556	-1.000000	0.555556	-0.636364	-0.575758	0.252525	-0.474747	-0.979798	-0.292929	0.070707	0.171717	-0.616162	-0.757576	0.373737	-0.737374	-0.535354	0.656566	0.919192	-0.474747	0.818182	-1.000000	-0.676768	0.373737	-0.333333	-0.770492	-0.901639	-0.622951
-0.939394	0.131313	0.353535	0.919192	-0.030303	0.232323	-1.000000	-0.050505	-0.494949	0.272727	0.676768	-0.676768	0.131313	-0.474747	0.292929	-0.333333	0.757576	-0.717172	0.555556	0.474747	-0.090909	0.818182	0.131313	0.232323	-0.232323	0.212121	-1.000000	-0.959596	-0.818182	0.131313	0.171717	-0.656566	-0.030303	0.393939	-0.333333	-0.191919	0.393939	0.616162	0.939394	0.838384	-0.245902	-0.934426	0.442623
0.272727	0.171717	0.575758	0.757576	-0.717172	0.474747	0.393939	-0.373737	-0.696970	0.151515	-0.515152	-0.898990	-0.757576	0.252525	0.070707	-0.252525	0.353535	-0.717172	-0.898990	0.737374	0.292929	0.212121	-0.191919	-0.333333	-0.171717	-0.717172	-0.313131	0.090909	0.333333	0.818182	-0.636364	-0.616162	0.151515	-0.030303	-0.797980	-0.838384	-0.595960	-0.333333	0.212121	0.070707	0.180328	0.114754	0.245902
0.858586	0.232323	0.696970	-0.191919	0.676768	0.333333	-0.636364	-0.979798	-0.959596	0.353535	-0.434343	-0.979798	0.414141	0.595960	0.252525	0.131313	-0.858586	0.333333	-0.313131	-0.818182	-0.010101	0.171717	-0.535354	0.858586	0.252525	0.070707	0.414141	-0.616162	0.010101	0.454545	0.232323	0.555556	-0.070707	-0.212121	0.393939	-0.252525	0.292929	-0.474747	0.050505	0.858586	-0.016393	-0.721311	0.688525
0.737374	-0.535354	-0.353535	0.373737	0.434343	0.333333	-0.373737	-0.090909	-0.131313	0.292929	0.070707	0.818182	0.090909	-0.919192	-0.050505	-0.656566	0.272727	0.696970	-1.000000	0.616162	-0.171717	0.797980	-0.353535	-0.131313	0.191919	-0.858586	-0.232323	0.979798	-0.212121	-0.777778	0.898990	0.737374	0.111111	0.656566	-0.414141	0.898990	-0.959596	-1.000000	-0.151515	-0.939394	0.278689	-0.360656	0.934426
0.272727	-0.636364	-0.878788	-0.676768	-0.050505	-0.838384	0.595960	0.656566	-0.919192	0.494949	0.696970	-0.070707	-0.232323	0.818182	-0.252525	-0.959596	0.838384	0.010101	0.353535	0.494949	-0.696970	0.252525	0.232323	-0.757576	-0.777778	-0.676768	0.434343	0.797980	0.252525	0.696970	-0.252525	-0.090909	-0.696970	0.414141	0.979798	-0.575758	-0.313131	0.434343	-0.515152	-0.494949	-0.278689	-0.901639	0.344262
0.737374	0.515152	-0.595960	-0.737374	0.575758	0.010101	-0.414141	0.313131	-0.313131	0.555556	-0.939394	-0.212121	-0.494949	-0.131313	0.232323	0.353535	-0.353535	0.151515	0.898990	0.595960	-0.616162	-0.959596	0.676768	-0.454545	-0.737374	-0.474747	0.757576	-0.191919	-0.777778	-0.070707	-0.050505	0.212121	-0.696970	0.454545	-0.797980	0.434343	0.050505	0.878788	-0.232323	-0.696970	0.852459	0.721311	0.983607
-0.939394	-0.474747	0.979798	0.030303	-0.010101	0.212121	-0.838384	0.454545	-0.616162	-0.777778	-0.131313	-1.000000	-0.191919	0.858586	0.757576	-0.656566	0.636364	-0.272727	0.010101	0.939394	-0.717172	-0.252525	-0.454545	0.575758	0.717172	-0.494949	-0.414141	0.696970	0.414141	0.696970	0.232323	-0.373737	0.818182	0.858586	-0.919192	0.171717	0.757576	0.191919	0.696970	0.696970	0.360656	0.098361	0.639344
0.030303	-0.676768	0.757576	0.030303	-0.373737	0.919192	0.717172	0.333333	0.494949	-0.474747	-0.757576	-0.030303	0.575758	-0.212121	0.292929	-0.636364	-0.676768	-0.313131	-0.353535	0.939394	-1.000000	0.393939	-0.676768	-0.333333	0.696970	0.838384	0.252525	0.111111	0.454545	0.737374	-0.555556	0.434343	0.757576	0.979798	0.979798	-0.838384	-0.353535	-0.232323	-0.515152	-0.656566	-0.229508	-0.672131	0.213115
0.313131	-0.535354	0.838384	0.616162	-0.393939	0.434343	0.898990	-0.454545	0.696970	0.676768	0.272727	-0.838384	-0.272727	0.454545	-0.292929	-0.797980	-0.858586	-0.656566	0.191919	0.636364	-0.858586	-0.010101	-0.272727	0.111111	-0.757576	0.434343	0.030303	-0.676768	0.292929	0.535354	0.111111	-0.414141	-0.858586	-1.000000	0.575758	0.272727	0.353535	-0.434343	0.616162	-0.373737	0.475410	0.245902	0.721311
-0.676768	-0.454545	0.252525	0.474747	-0.939394	-0.939394	-0.171717	0.292929	-0.272727	0.050505	-0.252525	0.373737	-0.414141	-0.272727	0.434343	-0.737374	0.818182	-0.838384	0.171717	-0.858586	0.070707	-0.393939	-0.636364	-0.131313	0.373737	-0.191919	1.000000	0.838384	0.252525	0.292929	-0.090909	-0.737374	0.191919	0.535354	-0.939394	0.858586	-0.656566	0.656566	-0.111111	0.010101	-0.704918	-1.000000	-0.393443
-0.474747	-0.595960	0.919192	-0.878788	-0.111111	-0.595960	-0.070707	0.131313	0.818182	-0.797980	0.575758	-0.919192	0.575758	-0.777778	-1.000000	-0.979798	0.757576	-0.535354	0.777778	-0.050505	0.212121	-0.232323	0.191919	0.818182	0.515152	-0.737374	0.939394	-0.919192	-0.636364	-0.616162	-0.212121	0.353535	-0.494949	0.070707	0.010101	-0.131313	-0.252525	0.535354	0.878788	-0.030303	0.524590	0.196721	0.852459
-0.494949	0.777778	-0.717172	0.333333	-0.131313	-0.777778	-0.737374	0.717172	0.414141	-0.535354	0.878788	0.515152	0.676768	-0.454545	0.272727	-0.656566	0.070707	0.797980	0.555556	0.191919	-0.414141	-0.757576	0.838384	0.030303	0.757576	-0.434343	0.717172	0.272727	0.676768	0.777778	-0.676768	0.414141	-0.454545	-0.171717	-0.898990	-0.131313	-0.939394	-0.858586	0.939394	0.939394	-0.049180	-0.540984	0.442623
0.030303	-0.515152	0.030303	0.959596	-0.878788	-0.272727	-0.797980	-0.676768	-0.898990	0.010101	0.515152	-0.494949	-0.434343	0.515152	0.151515	-0.252525	0.838384	0.131313	0.393939	0.414141	0.111111	0.717172	0.595960	-0.232323	-0.535354	0.171717	-0.535354	0.393939	0.434343	-0.696970	-0.979798	0.757576	-0.555556	-0.898990	0.777778	-0.353535	0.373737	0.858586	0.151515	0.313131	-0.360656	-0.508197	-0.196721
-0.959596	-0.878788	0.959596	-0.959596	-0.212121	-0.232323	-0.616162	-0.797980	0.696970	0.555556	-0.777778	0.454545	0.838384	0.313131	0.393939	-0.151515	-0.030303	-0.979798	0.494949	-0.858586	-0.333333	0.676768	0.797980	0.434343	-0.656566	0.353535	0.333333	-0.797980	0.111111	-0.919192	0.313131	-0.555556	-1.000000	0.111111	-0.030303	0.212121	0.757576	0.737374	-0.131313	0.050505	0.114754	-0.098361	0.344262
-0.212121	0.777778	-0.656566	0.090909	0.878788	-0.818182	-0.555556	0.292929	0.898990	0.636364	-0.494949	0.555556	0.616162	-0.272727	-0.898990	-0.717172	0.959596	0.959596	-0.494949	0.313131	-0.797980	-0.131313	0.373737	-0.272727	-0.393939	0.232323	0.393939	-0.252525	0.272727	0.676768	0.595960	-0.919192	-0.919192	0.616162	-0.010101	-0.676768	-0.757576	0.878788	0.797980	0.959596	-0.147541	-0.409836	0.131148
-0.555556	0.616162	-0.676768	-0.878788	0.070707	-0.050505	0.333333	0.111111	0.535354	0.111111	0.535354	-0.959596	-0.555556	0.454545	0.393939	0.616162	0.656566	0.656566	0.878788	-0.616162	-0.777778	0.212121	-0.232323	-0.212121	0.696970	-0.454545	-0.292929	-0.090909	0.818182	-0.191919	-0.191919	-0.414141	-0.959596	-0.939394	-0.474747	0.393939	-0.474747	-0.151515	-0.959596	-0.191919	0.344262	-0.098361	0.803279
-0.333333	-0.595960	-0.212121	0.434343	-0.737374	0.939394	0.191919	-0.838384	0.979798	-0.353535	0.333333	-0.191919	-0.111111	0.393939	0.131313	-0.676768	0.959596	-0.979798	-0.313131	-0.939394	-0.696970	0.838384	-0.595960	-0.757576	0.292929	0.595960	0.474747	-0.494949	0.898990	0.939394	0.232323	-0.111111	0.979798	0.212121	0.636364	-0.414141	0.494949	0.777778	0.434343	0.191919	0.016393	-0.426230	0.459016
-0.373737	0.151515	-0.474747	0.454545	-0.353535	0.393939	0.090909	-0.959596	-0.858586	-0.030303	-0.838384	0.414141	-0.777778	0.070707	-0.757576	0.979798	-0.636364	1.000000	0.292929	0.333333	-0.313131	-0.777778	-0.252525	-0.515152	1.000000	-0.757576	-0.070707	-0.070707	-0.313131	-0.818182	0.111111	0.434343	0.090909	0.616162	0.272727	0.474747	-0.393939	-0.171717	-0.515152	0.111111	-0.016393	-0.049180	0.032787
-0.232323	-0.292929	-0.414141	-0.838384	0.676768	-0.131313	-0.777778	-0.212121	-0.313131	-1.000000	0.818182	0.111111	0.616162	-0.252525	-0.555556	-0.151515	0.010101	-0.131313	0.191919	0.393939	-0.050505	-0.393939	-0.838384	-0.939394	-0.272727	-0.636364	-0.393939	0.797980	-0.838384	-0.595960	-0.979798	0.393939	0.656566	0.414141	-0.797980	-0.919192	0.191919	-0.515152	0.292929	-0.252525	0.180328	-0.098361	0.475410
0.333333	0.050505	0.333333	0.757576	-1.000000	-0.313131	-0.717172	0.393939	-0.131313	0.636364	0.454545	0.636364	0.333333	-0.717172	-0.959596	0.535354	0.030303	-0.797980	0.151515	0.737374	-0.535354	0.939394	0.131313	-0.757576	0.535354	0.232323	-0.090909	0.232323	0.575758	-0.818182	-0.777778	0.272727	-0.959596	0.515152	-0.878788	-0.757576	-0.292929	-0.636364	-0.393939	0.656566	-0.704918	-0.967213	-0.426230
0.030303	0.717172	-0.171717	-0.111111	0.030303	0.898990	-0.777778	-0.717172	-0.696970	0.757576	-0.111111	0.292929	-0.131313	0.676768	1.000000	0.252525	-0.151515	0.171717	0.373737	-0.595960	0.797980	0.111111	-0.353535	-0.494949	-0.878788	0.555556	0.373737	0.919192	-0.575758	0.838384	0.232323	-0.939394	-0.595960	0.050505	-0.191919	-0.676768	-0.333333	0.494949	-0.353535	0.616162	0.377049	0.049180	0.721311
-0.353535	0.393939	0.313131	0.979798	0.414141	-0.919192	0.818182	-0.858586	1.000000	0.555556	-0.171717	0.959596	0.656566	-0.333333	-0.474747	-0.434343	0.696970	-0.010101	0.070707	-0.111111	-0.030303	-0.191919	0.030303	-0.010101	0.050505	-0.737374	-0.616162	0.313131	0.353535	-0.878788	-0.353535	0.939394	0.515152	-0.595960	-0.535354	-0.838384	0.676768	-0.212121	0.575758	-0.858586	-0.114754	-0.540984	0.327869
-0.353535	-0.272727	-0.696970	-0.777778	-0.292929	-0.616162	0.171717	0.171717	-0.050505	-0.757576	-0.191919	-0.737374	-0.353535	0.777778	0.919192	0.878788	0.676768	0.959596	-0.494949	0.616162	0.232323	0.333333	0.939394	-0.373737	-0.737374	0.232323	-1.000000	0.636364	-0.414141	-0.959596	0.353535	0.878788	0.878788	-0.797980	-0.292929	-0.878788	-0.656566	0.575758	-0.979798	-0.838384	0.081967	-0.590164	0.754098
0.939394	0.858586	-0.757576	1.000000	0.717172	0.858586	0.979798	1.000000	-0.959596	-0.414141	-0.414141	0.090909	0.717172	-0.090909	-0.030303	0.333333	-0.676768	-0.474747	-0.070707	0.353535	-0.272727	-0.696970	0.737374	0.656566	-0.515152	-0.878788	0.111111	-0.595960	-0.838384	-0.090909	-0.414141	0.494949	-0.151515	0.515152	-0.979798	0.030303	-0.959596	-0.010101	0.111111	0.111111	-0.557377	-0.786885	-0.327869
0.818182	0.353535	-0.151515	-0.696970	-0.595960	0.252525	0.737374	-0.373737	0.878788	0.919192	0.151515	0.858586	-0.575758	-0.191919	1.000000	1.000000	0.555556	0.919192	0.050505	-0.797980	0.434343	-0.111111	-0.111111	-0.595960	-0.111111	0.373737	-0.191919	0.898990	-0.272727	-0.858586	-0.818182	-0.676768	0.919192	-1.000000	-0.575758	-0.151515	0.898990	-0.494949	0.595960	0.959596	-0.196721	-0.721311	0.344262
-0.818182	-0.292929	0.232323	-0.696970	0.898990	0.838384	-0.777778	0.212121	0.010101	-0.555556	0.939394	-0.636364	-0.898990	0.595960	0.131313	0.111111	0.636364	-0.090909	0.313131	-0.191919	-0.474747	-0.292929	-0.070707	0.797980	-0.939394	0.111111	-0.535354	-0.676768	0.171717	0.636364	-0.535354	0.010101	0.212121	0.313131	-0.434343	-0.333333	-0.595960	-0.373737	-0.919192	-0.454545	0.475410	0.098361	0.852459
-0.757576	0.818182	-0.595960	0.030303	-1.000000	-0.191919	-0.515152	0.414141	-0.777778	0.838384	-0.212121	0.737374	-0.676768	-0.535354	0.616162	0.494949	0.737374	0.797980	0.111111	0.797980	-0.676768	0.070707	0.151515	-0.373737	0.090909	0.050505	0.494949	0.373737	0.292929	-0.212121	0.010101	0.515152	0.272727	-0.454545	-0.090909	-0.636364	-0.595960	-0.696970	0.818182	0.818182	-0.180328	-0.655738	0.311475
-0.454545	-0.070707	0.393939	0.777778	0.515152	0.414141	0.494949	-0.696970	-0.030303	-0.313131	-1.000000	-0.535354	-0.414141	0.696970	-0.232323	0.919192	-0.252525	0.878788	0.131313	0.737374	0.272727	-0.494949	-0.050505	-0.818182	-0.838384	-0.979798	-0.979798	-0.030303	0.090909	0.878788	0.878788	0.313131	0.979798	0.030303	0.090909	-0.858586	0.090909	0.818182	0.434343	-0.333333	-0.016393	-0.508197	0.491803
-0.979798	-0.838384	-0.616162	0.959596	-0.515152	-0.878788	-0.717172	0.656566	-0.959596	-0.818182	-0.030303	-0.292929	0.272727	0.959596	-0.474747	-0.616162	0.313131	0.010101	0.939394	0.090909	-0.757576	0.414141	0.272727	0.272727	0.717172	-0.494949	-0.777778	0.474747	-0.313131	-0.636364	-0.111111	0.494949	-0.979798	-0.454545	0.050505	0.838384	0.333333	0.979798	0.858586	0.838384	0.475410	0.262295	0.688525
-0.414141	-0.979798	0.898990	0.373737	0.232323	-0.737374	-0.838384	0.959596	0.232323	-0.070707	-0.151515	0.858586	-0.575758	-0.979798	0.818182	0.272727	-0.313131	-0.010101	0.979798	-0.515152	-0.171717	-0.818182	0.979798	0.414141	-0.797980	-0.575758	-0.212121	0.616162	0.333333	0.252525	-0.030303	-0.111111	-0.797980	-0.939394	0.616162	-0.676768	-0.535354	0.898990	-0.818182	0.676768	-0.245902	-0.311475	-0.163934
0.212121	-0.797980	0.313131	-0.575758	-0.636364	0.373737	-0.434343	-0.191919	-0.777778	0.818182	-0.555556	-0.979798	-0.575758	0.454545	-0.696970	0.393939	0.010101	0.898990	0.878788	-0.919192	-0.070707	-0.737374	-0.454545	-0.111111	-0.939394	-0.777778	-0.393939	0.696970	-0.535354	-0.090909	-0.252525	0.535354	-0.212121	0.030303	0.030303	-0.939394	0.939394	-0.515152	-0.414141	0.777778	-0.180328	-0.803279	0.459016
